Publisher Name,Publisher Registry Id,Version (with valid data),Reporting-Org (with valid data),Iati-identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting-Org (with any data),Iati-identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
Solsoc,solsoc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Soluciones en Legislación y Política Ambiental AC,polea,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Sonke Gender Justice,sjg,100,100,100,100,100,100,100,100,88,100,99,100,100,100,100,100,100,100,100,100,100,100
SOS Børnebyerne,sosdk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
SOS Children's Villages Kenya,soscvkenya,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SOS Children's Villages The Netherlands,sosnl,100,100,100,69,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
SOS FAIM - SOS HUNGER,sosfaim,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SOS Italia,sosvdb_italia,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SOS Jeunesse et Défis,sosjd6,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
SOS Sahel International UK,sossaheluk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Sound Seekers Limited,soundseekers,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
South African Network of People who Use Drugs,sanpud,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
South Asian Women Development Forum,sawdf-admin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
South West International Development Network,swidn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Southern African Catholic Bishops' Conference Aids Office,sacbc,100,100,100,0,100,100,100,0,100,0,70,100,100,100,100,100,100,100,100,100,100,100
SouthSouthNorth,ssn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sowt podcasting and training L.L.C,sowt,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spain - Ministry of Foreign Affairs and Cooperation,maec,100,100,100,100,100,100,100,100,88,71,96,100,100,100,100,100,100,100,100,100,100,100
Spanish Agency for International Development Cooperation (AECID),aecid,100,100,100,100,100,72,100,100,70,94,94,100,100,100,100,100,72,100,100,100,100,97
SPARK,spark,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Special Hope Network,shn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stakeholder Democracy Network,sdn,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
STAR-Ghana Foundation,star_ghanafoundation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stars Foundation,starsfoundation,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
STC International,stc-international,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stellenbosch University,su-impala,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting ActionAId,aanl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Aflatoun International,aflatoun,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Agriterra,agriterra,100,100,100,39,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
Stichting Aidenvironment,aidenvironment,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Deltares,deltares,100,100,100,8,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Stichting Fern,stichtingfern,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Habitat for Humanity Nederland,hfhnl,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Health Action International,hai,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Humana,humana_houben,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,100,100
Stichting Kinderpostzegels Nederland,skn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Liliane Fonds,slf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Mayday Rescue Foundation,maydayrescue,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,100,100,100,67,100,100,100,100,100,33,90,100,100,100,100,100,100,100,100,100,33,93
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100,100,100,100,100,50,100,100,100,100,95,100,100,100,100,100,50,100,100,100,100,95
Stichting Red een Kind,redeenkind,100,100,100,64,100,91,100,100,100,100,96,100,100,100,100,100,91,100,100,100,100,99
Stichting RNW Media,rnw_org,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Vluchteling,st_vluchteling,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting VSO Nederland,vso_nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,0,90
Stichting Wilde Ganzen/ IKON,nl_wg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Wings For Aid Foundation,wfaf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stichting Woord en Daad,w-d,100,100,100,71,100,71,100,100,100,100,94,100,100,100,100,100,71,100,100,100,100,97
Stockholm International Water Institute,siwi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Street Child,street_child,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
StreetInvest,si,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Stromme Foundation,stromme_ug,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Studio Globo,sg,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Support Trust for Africa Development (STAD),stad,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Survivors Fund (SURF),surf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sustainable Development Institute,sdi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sustainable Hospitality Alliance,sha,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,100,100,100,53,100,98,100,42,100,66,86,100,100,100,100,100,98,100,100,100,100,100
Sympany+,simone_sympany,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Synergía - Initiatives for Human Rights,synergiaihr,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Syria Justice and Accountability Centre (SJAC),sjac,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Syria Relief,sr,100,100,100,0,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,100,100,100
Syrian Center for Media and Freedom of Expression,scm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tameer-e-Khalaq Foundation,tkf1234,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tanager,tan,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Target TB,targettb,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TB Alert,tbalert,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Teach A Man To Fish,tamtf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TEAR fund Nederland,tear,100,100,100,71,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
Tearfund,tearfund,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tearfund VZW (TFBE),tfb_admin1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TechnoServe,tns,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Terre des Hommes Netherlands,tdh_nl,100,100,100,100,100,100,100,100,39,91,93,100,100,100,100,100,100,100,100,39,92,93
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,100,100,67,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
The Access to Nutrition Foundation,atnf,100,100,100,40,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
The AGRI3 Fund,agri3_fund,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The Asia Foundation,taf,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
The Carter Center,carter-center,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
the center for victimized women and children,cavwoc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Climate Change Organisation,climate-group,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Coca-Cola Export Corporation,tccec,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Commonwealth Secretariat,commonwealthsecretariat,100,100,100,0,100,100,100,100,100,43,84,100,100,100,100,100,100,100,100,100,100,100
The Convention on Business Integrity,cbi-nigeria,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Education Commission,educomm,100,100,50,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
The Faraday Institution,thefaradayinstitution,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Foundation Center,foundation_center,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Fred Hollows Foundation (UK),fhfuk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Freedom Fund,tff,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Freedom Fund (US),tffus,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Global Alliance for Improved Nutrition,gain,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"The Global Development Incubator, Inc",gdi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Global Forum on MSM & HIV (MSMGF),msmgf,100,100,83,83,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Global Initiative Against Transnational Organized Crime,gi-toc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
the global steering group for impact investment,gsg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Hague Academy for Local Governance,tha,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The HALO Trust,halo,100,100,100,57,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
The Hunger Project Netherlands,thp_org,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Institute for Strategic Dialogue,isdglobal,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The International Children's Trust,theict,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
The International Institute for Strategic Studies,iiss,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The International Institute for Sustainable Development,iisd,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The International Rescue Committee,irc_inc,100,100,100,97,100,100,100,100,100,97,99,100,100,100,100,100,100,100,100,100,97,100
The Legal Aid Forum,laf,100,100,100,100,100,100,100,100,100,50,95,100,100,100,100,100,100,100,100,100,50,95
The Leprosy Mission England and Wales,tlmew,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
The Leprosy Mission Nepal,tlmnepal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Mailman School of Public Health,mailman_school_of_public_health,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The MENTOR Initiative,the_mentor_initiative,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The National Association of Municipalities of Benin (ANCB),ancb_benin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The OPEC Fund for International Development (OFID),ofid,100,100,100,0,100,100,100,0,100,100,80,100,100,100,100,100,100,100,100,100,100,100
The Open University,open_university,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"The Population Council, Inc.",populationcouncil,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Power of Nutrition,the_power_of_nutrition,100,100,100,46,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
The Princess Alia Foundation,paf_2018,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Proforest Initiative UK,pi-uk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The Queen Elizabeth Diamond Jubilee Trust,qedjt,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Salvation Army International Development UK,said-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Samdhana Institute,samdhana_institute,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,100,100,100,11,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
"The University of Dodoma (UDOM), Tanzania",udom,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The University of Manchester,uom,100,100,100,100,100,100,100,100,100,67,97,100,100,100,100,100,100,100,100,100,100,100
The University of Oxford,oxford,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
The University of Sheffield,tuos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"The University of the West of England, Bristol",uwe,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
The William and Flora Hewlett Foundation,hewlett-foundation,100,100,100,100,100,100,100,100,100,83,98,100,100,100,100,100,100,100,100,100,100,100
The World Bank,worldbank,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,95,100,100
Theatre for a Change Malawi,tfacmalawi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Theatre for a Change UK,tfac,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Third World Network Africa,twnafrica,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Thomson Reuters Foundation,trf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Timber Trade Federation Ltd.,ttf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Timidria,timidria,100,100,100,0,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,100,100,100
TradeMark East Africa,tmea,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
TRAFFIC International,traffic,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Traidcraft Exchange,traidcraft,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
TRAIDE Foundation,traide_foundation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transform Africa,transafrica19,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
transforma,transforma,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,100,100,100
Transition International,ti_nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transnational Institute,tni,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transparency International Bangladesh,tib,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Transparency International Kenya,ti_kenya,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Transparency International Secretariat,transparency-international,100,100,0,100,100,100,100,100,100,77,88,100,100,100,100,100,100,100,100,100,100,100
Transparency International UK,ti-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Transparently Lebanese,transparently_lebanese,100,100,0,0,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100
TREE AID,treea,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Triangle Génération Humanitaire,tgh,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Trianglen,trianglen,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trias,trias,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Triggerise Ethiopia,trig,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Triple Line,tripleline_crownagents,100,100,100,100,100,100,100,0,98,90,89,100,100,100,100,100,100,100,0,98,98,90
Trocaire,trocaire,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trocaire (Northern Ireland),troc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tropenbos International,tbi,100,100,100,83,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
Tropical Health and Education Trust,tropicalhealth,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Trust for Africa's Orphans,tao-03473165,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Trust for Indigenous Culture and Health,ticah,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
TrustAfrica,trustafrica,100,100,100,100,100,100,100,100,94,100,99,100,100,100,100,100,100,100,100,100,100,100
Twaweza,twaweza,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,100,100
Twin,twin-iati,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Twynstra Gudde,twynstragudde,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uganda Martyrs University,umu,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UHAI EASHRI,uhai-eashri,100,100,100,56,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",beis,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UK - Department for Digital, Culture, Media and Sport",dcms,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,100,100,100,94,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
UK - Department for Work and Pensions,dwp,100,100,100,67,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
UK - Department of Health and Social Care (DHSC),dhsc,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,99,100
"UK - Foreign, Commonwealth and Development Office",fcdo,100,100,100,100,100,100,100,100,93,97,99,100,100,100,100,100,100,100,100,100,100,100
UK - Home Office,homeoffice,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UK - Medical Research Council,mrc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UK - Ministry of Defence,ukmod,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,0,90
UK - Scottish Government,scottish_government,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UK – Department for Education,dfe,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UK-Med,uk-med,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
ULB-Coopération,ulbcoop,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UN Global Compact Local Network UK,ungc-uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UN Pooled Funds,unpf,100,100,100,1,100,100,100,100,100,87,89,100,100,100,100,100,100,100,100,100,87,99
UN Women,unw,100,100,100,100,100,100,100,100,90,100,99,100,100,100,100,100,100,100,100,90,100,99
UN-Habitat,unhabitat,100,100,100,0,100,100,100,100,40,0,74,100,100,100,100,100,100,100,100,98,100,100
Unicef Belgium National Committee,ub,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
UNICEF Netherlands National Committee,unicefnl,100,100,100,50,100,100,100,100,100,83,93,100,100,100,100,100,100,100,100,100,100,100
Unie van Waterschappen,uvw,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Unilever,ul,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Union des Villes et Communes de Wallonie (UVCW),uvcw,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Union of Agricultural Work Committees,uawc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
UNITAID,utd,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
United Disabled Persons of Kenya,udpk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Mission to Nepal,umn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Nations Capital Development Fund,uncdf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Central Emergency Response Fund (CERF),cerf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Children's Fund (UNICEF),unicef,100,100,100,94,100,100,100,100,78,100,97,100,100,100,100,100,100,100,100,100,100,100
United Nations Development Coordination Office,undco,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Development Programme (UNDP),undp,100,100,100,100,100,100,100,100,70,98,97,100,100,100,100,100,100,100,100,100,100,100
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,100,100,100,100,100,100,100,100,30,97,93,100,100,100,100,100,100,100,100,100,98,100
United Nations Environment Programme (UNEP),un-environment,100,100,100,56,100,100,100,100,100,89,94,100,100,100,100,100,100,100,100,100,100,100
United Nations Foundation,unf,100,100,100,67,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
United Nations High Commissioner for Refugees (UNHCR),unhcr,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Industrial Development Organization (UNIDO),unido,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Nations Office for Project Services (UNOPS),unops,100,100,100,10,100,100,100,99,10,75,79,100,100,100,100,100,100,100,100,10,100,91
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,100,100
United Nations Population Fund,unfpa,100,100,100,100,100,100,100,100,67,92,96,100,100,100,100,100,100,100,100,75,92,97
United Nations World Food Programme (WFP),wfp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Purpose,cu,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,unitedstates,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States Agency for International Development (USAID),usaid,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Work,united_work,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Universidad de los Andes,uand_2020,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
